number,priority,category,assignment_group,breach_probability,flagged,actual,risk_band
INC0032596,3 - Moderate,Category 9,Group 24,0.075,0,0,Low
INC0031825,3 - Moderate,Category 26,Group 70,0.074,0,0,Low
INC0032562,3 - Moderate,Category 32,Group 70,0.074,0,0,Low
INC0031861,3 - Moderate,Category 53,Group 70,0.074,0,0,Low
INC0031829,3 - Moderate,Category 26,Group 70,0.074,0,0,Low
INC0032660,3 - Moderate,Category 26,Group 70,0.074,0,1,Low
INC0029592,3 - Moderate,Category 37,Group 24,0.074,0,0,Low
INC0032065,3 - Moderate,Category 32,Group 70,0.074,0,0,Low
INC0029738,3 - Moderate,Category 9,Group 70,0.074,0,0,Low
INC0028788,3 - Moderate,Category 32,Group 70,0.074,0,0,Low
INC0032446,3 - Moderate,Category 32,Group 70,0.073,0,0,Low
INC0029885,3 - Moderate,Category 20,Group 70,0.073,0,0,Low
INC0029688,3 - Moderate,Category 32,Group 70,0.073,0,0,Low
INC0032002,3 - Moderate,Category 32,Group 70,0.073,0,0,Low
INC0031527,3 - Moderate,Category 32,Group 70,0.073,0,0,Low
INC0028825,3 - Moderate,Category 35,Group 70,0.073,0,0,Low
INC0032405,3 - Moderate,Category 26,Group 70,0.073,0,0,Low
INC0033178,3 - Moderate,Category 20,Group 70,0.073,0,0,Low
INC0029933,3 - Moderate,Category 20,Group 70,0.073,0,0,Low
INC0032269,3 - Moderate,Category 26,Group 70,0.073,0,0,Low
INC0031990,4 - Low,Category 46,Group 39,0.072,0,0,Low
INC0032048,3 - Moderate,Category 9,Group 24,0.072,0,1,Low
INC0029147,3 - Moderate,Category 37,Group 70,0.072,0,0,Low
INC0029127,3 - Moderate,Category 43,Group 70,0.072,0,0,Low
INC0028600,3 - Moderate,Category 26,Group 70,0.072,0,0,Low
INC0032758,3 - Moderate,Category 26,Group 70,0.072,0,0,Low
INC0031078,3 - Moderate,Category 32,Group 70,0.072,0,0,Low
INC0033430,3 - Moderate,Category 57,Group 24,0.071,0,0,Low
INC0031053,3 - Moderate,Category 9,Group 24,0.071,0,0,Low
INC0029687,3 - Moderate,Category 26,Group 70,0.071,0,0,Low
INC0031076,3 - Moderate,Category 20,Group 70,0.071,0,0,Low
INC0031844,3 - Moderate,Category 26,Group 70,0.071,0,0,Low
INC0028846,3 - Moderate,Category 32,Group 70,0.071,0,0,Low
INC0029695,3 - Moderate,Category 26,Group 70,0.071,0,0,Low
INC0028438,3 - Moderate,Category 26,Group 70,0.071,0,0,Low
INC0031071,3 - Moderate,Category 20,Group 70,0.071,0,0,Low
INC0031056,3 - Moderate,Category 20,Group 70,0.071,0,0,Low
INC0031253,3 - Moderate,Category 37,Group 24,0.07,0,0,Low
INC0033887,3 - Moderate,Category 9,Group 23,0.07,0,0,Low
INC0033170,3 - Moderate,Category 26,Group 70,0.07,0,0,Low
INC0033173,3 - Moderate,Category 26,Group 70,0.07,0,0,Low
INC0033271,3 - Moderate,Category 26,Group 70,0.07,0,0,Low
INC0033668,3 - Moderate,Category 42,Group 70,0.07,0,0,Low
INC0029932,4 - Low,Category 26,Group 70,0.07,0,0,Low
INC0030961,3 - Moderate,Category 32,Group 70,0.07,0,0,Low
INC0030153,3 - Moderate,Category 42,Group 70,0.07,0,0,Low
INC0029195,3 - Moderate,Category 26,Group 70,0.07,0,0,Low
INC0034021,3 - Moderate,Category 32,Group 70,0.07,0,0,Low
INC0030487,3 - Moderate,Category 57,Group 24,0.07,0,0,Low
INC0030574,3 - Moderate,Category 32,Group 70,0.07,0,0,Low
INC0034133,3 - Moderate,Category 32,Group 70,0.069,0,0,Low
INC0029064,3 - Moderate,Category 32,Group 70,0.069,0,0,Low
INC0029258,3 - Moderate,Category 32,Group 70,0.069,0,0,Low
INC0029291,4 - Low,Category 32,Group 70,0.069,0,0,Low
INC0031335,3 - Moderate,Category 32,Group 70,0.069,0,0,Low
INC0031214,3 - Moderate,Category 53,Group 23,0.069,0,0,Low
INC0033395,3 - Moderate,Category 37,Group 70,0.069,0,0,Low
INC0031207,3 - Moderate,Category 53,Group 23,0.069,0,0,Low
INC0033571,3 - Moderate,Category 32,Group 70,0.069,0,0,Low
INC0032081,3 - Moderate,Category 26,Group 70,0.069,0,0,Low
INC0033584,3 - Moderate,Category 9,Group 70,0.069,0,0,Low
INC0030631,3 - Moderate,Category 37,Group 70,0.069,0,0,Low
INC0032178,3 - Moderate,Category 53,Group 70,0.069,0,0,Low
INC0031027,3 - Moderate,Category 32,Group 70,0.069,0,0,Low
INC0032840,3 - Moderate,Category 20,Group 70,0.069,0,0,Low
INC0032118,3 - Moderate,Category 26,Group 70,0.069,0,0,Low
INC0032850,4 - Low,Category 20,Group 70,0.068,0,0,Low
INC0030526,3 - Moderate,Category 20,Group 70,0.068,0,0,Low
INC0030823,3 - Moderate,Category 32,Group 70,0.068,0,0,Low
INC0030430,3 - Moderate,Category 32,Group 70,0.068,0,0,Low
INC0032843,4 - Low,Category 20,Group 70,0.068,0,0,Low
INC0033349,3 - Moderate,Category 34,Group 24,0.068,0,0,Low
INC0033615,3 - Moderate,Category 32,Group 70,0.068,0,0,Low
INC0032268,3 - Moderate,Category 32,Group 70,0.068,0,0,Low
INC0031871,3 - Moderate,Category 20,Group 70,0.068,0,0,Low
INC0029489,3 - Moderate,Category 26,Group 70,0.068,0,0,Low
INC0028800,3 - Moderate,Category 32,Group 70,0.068,0,0,Low
INC0033431,3 - Moderate,Category 26,Group 70,0.068,0,0,Low
INC0028607,3 - Moderate,Category 32,Group 70,0.067,0,0,Low
INC0033579,3 - Moderate,Category 26,Group 70,0.067,0,0,Low
INC0029943,3 - Moderate,Category 9,Group 24,0.067,0,1,Low
INC0032090,3 - Moderate,Category 32,Group 70,0.067,0,0,Low
INC0032085,3 - Moderate,Category 32,Group 70,0.067,0,0,Low
INC0031154,3 - Moderate,Category 20,Group 70,0.067,0,0,Low
INC0030931,3 - Moderate,Category 32,Group 70,0.066,0,0,Low
INC0033080,3 - Moderate,Category 26,Group 70,0.066,0,1,Low
INC0033781,3 - Moderate,Category 32,Group 70,0.066,0,0,Low
INC0032349,3 - Moderate,Category 32,Group 70,0.066,0,0,Low
INC0033387,3 - Moderate,Category 26,Group 70,0.066,0,0,Low
INC0030512,3 - Moderate,Category 43,Group 64,0.066,0,1,Low
INC0033386,3 - Moderate,Category 26,Group 70,0.066,0,0,Low
INC0030494,3 - Moderate,Category 9,Group 70,0.065,0,0,Low
INC0029860,3 - Moderate,Category 42,Group 70,0.065,0,0,Low
INC0029150,3 - Moderate,Category 32,Group 70,0.065,0,0,Low
INC0030680,3 - Moderate,Category 42,Group 70,0.065,0,0,Low
INC0029496,3 - Moderate,Category 26,Group 70,0.065,0,0,Low
INC0029012,3 - Moderate,Category 32,Group 70,0.065,0,0,Low
INC0029564,3 - Moderate,Category 32,Group 70,0.065,0,1,Low
INC0033377,3 - Moderate,Category 26,Group 70,0.065,0,0,Low
INC0034384,3 - Moderate,Category 26,Group 70,0.065,0,0,Low
INC0028999,3 - Moderate,Category 35,Group 70,0.065,0,0,Low
INC0028646,3 - Moderate,Category 42,Group 70,0.064,0,0,Low
INC0034408,3 - Moderate,Category 32,Group 70,0.064,0,0,Low
INC0031835,3 - Moderate,Category 37,Group 70,0.064,0,0,Low
INC0028860,3 - Moderate,Category 26,Group 70,0.064,0,0,Low
INC0030495,3 - Moderate,Category 9,Group 70,0.064,0,1,Low
INC0031138,3 - Moderate,Category 19,Group 23,0.064,0,0,Low
INC0033546,3 - Moderate,Category 26,Group 70,0.064,0,0,Low
INC0030384,4 - Low,Category 26,Group 70,0.064,0,0,Low
INC0030101,3 - Moderate,Category 26,Group 70,0.064,0,0,Low
INC0032755,3 - Moderate,Category 32,Group 70,0.064,0,0,Low
INC0030954,3 - Moderate,Category 32,Group 70,0.064,0,0,Low
INC0030577,3 - Moderate,Category 32,Group 70,0.064,0,0,Low
INC0028655,3 - Moderate,Category 42,Group 70,0.064,0,0,Low
INC0028664,3 - Moderate,Category 35,Group 70,0.064,0,0,Low
INC0030579,3 - Moderate,Category 32,Group 70,0.064,0,0,Low
INC0029478,3 - Moderate,Category 26,Group 70,0.063,0,0,Low
INC0030357,3 - Moderate,Category 32,Group 70,0.063,0,0,Low
INC0032938,3 - Moderate,Category 20,Group 70,0.063,0,0,Low
INC0032335,4 - Low,Category 20,Group 70,0.063,0,0,Low
INC0029049,3 - Moderate,Category 32,Group 70,0.063,0,0,Low
INC0028459,3 - Moderate,Category 26,Group 70,0.063,0,0,Low
INC0030830,3 - Moderate,Category 32,Group 70,0.063,0,0,Low
INC0029882,3 - Moderate,Category 9,Group 70,0.063,0,0,Low
INC0028652,3 - Moderate,Category 28,Group 70,0.062,0,0,Low
INC0028661,3 - Moderate,Category 28,Group 70,0.062,0,0,Low
INC0032029,3 - Moderate,Category 17,Group 70,0.062,0,0,Low
INC0032084,3 - Moderate,Category 42,Group 70,0.062,0,1,Low
INC0029312,3 - Moderate,Category 35,Group 70,0.062,0,0,Low
INC0029929,3 - Moderate,Category 9,Group 70,0.062,0,0,Low
INC0028622,3 - Moderate,Category 28,Group 70,0.062,0,0,Low
INC0028631,3 - Moderate,Category 28,Group 70,0.062,0,0,Low
INC0031849,3 - Moderate,Category 19,Group 24,0.061,0,0,Low
INC0029577,3 - Moderate,Category 32,Group 70,0.061,0,0,Low
INC0029080,3 - Moderate,Category 32,Group 70,0.061,0,0,Low
INC0030523,3 - Moderate,Category 9,Group 70,0.061,0,0,Low
INC0030178,3 - Moderate,Category 35,Group 70,0.061,0,0,Low
INC0030453,3 - Moderate,Category 26,Group 70,0.061,0,0,Low
INC0029994,3 - Moderate,Category 35,Group 70,0.061,0,0,Low
INC0030429,3 - Moderate,Category 26,Group 70,0.061,0,0,Low
INC0030291,3 - Moderate,Category 32,Group 70,0.061,0,0,Low
INC0032358,4 - Low,Category 23,Group 20,0.06,0,0,Low
INC0029770,3 - Moderate,Category 42,Group 70,0.06,0,0,Low
INC0033325,3 - Moderate,Category 53,Group 24,0.06,0,0,Low
INC0033764,3 - Moderate,Category 32,Group 70,0.06,0,0,Low
INC0033200,3 - Moderate,Category 35,Group 70,0.06,0,0,Low
INC0032745,3 - Moderate,Category 32,Group 70,0.06,0,0,Low
INC0033851,4 - Low,Category 32,Group 70,0.059,0,0,Low
INC0032192,3 - Moderate,Category 32,Group 70,0.059,0,1,Low
INC0030793,3 - Moderate,Category 32,Group 70,0.059,0,0,Low
INC0028804,3 - Moderate,Category 32,Group 70,0.059,0,0,Low
INC0028597,3 - Moderate,Category 26,Group 70,0.059,0,0,Low
INC0032370,4 - Low,Category 44,Group 5,0.058,0,0,Low
INC0084790,3 - Moderate,Other,Group 64,0.058,0,1,Low
INC0028617,3 - Moderate,Category 32,Group 70,0.058,0,0,Low
INC0032592,3 - Moderate,Category 32,Group 70,0.058,0,0,Low
INC0032539,3 - Moderate,Category 26,Group 70,0.058,0,0,Low
INC0032127,4 - Low,Category 20,Group 70,0.058,0,0,Low
INC0032756,3 - Moderate,Category 32,Group 70,0.058,0,0,Low
INC0030857,3 - Moderate,Category 35,Group 70,0.058,0,0,Low
INC0030847,3 - Moderate,Category 35,Group 70,0.058,0,0,Low
INC0030849,3 - Moderate,Category 35,Group 70,0.058,0,0,Low
INC0029354,3 - Moderate,Category 32,Group 70,0.058,0,0,Low
INC0033660,4 - Low,Category 53,Group 28,0.058,0,0,Low
INC0031831,4 - Low,Category 42,Group 51,0.058,0,1,Low
INC0034134,3 - Moderate,Category 32,Group 70,0.058,0,0,Low
INC0028400,3 - Moderate,Category 26,Group 70,0.058,0,0,Low
INC0032764,3 - Moderate,Category 32,Group 70,0.057,0,0,Low
INC0029057,3 - Moderate,Category 9,Group 24,0.057,0,0,Low
INC0031874,3 - Moderate,Category 28,Group 70,0.057,0,0,Low
INC0029122,3 - Moderate,Category 20,Group 70,0.056,0,0,Low
INC0033146,3 - Moderate,Category 32,Group 70,0.056,0,0,Low
INC0031403,3 - Moderate,Category 28,Group 70,0.056,0,0,Low
INC0032485,3 - Moderate,Category 20,Group 70,0.056,0,0,Low
INC0033538,3 - Moderate,Category 9,Group 23,0.056,0,0,Low
INC0033383,3 - Moderate,Category 26,Group 70,0.056,0,0,Low
INC0033503,3 - Moderate,Category 32,Group 70,0.056,0,0,Low
INC0029746,3 - Moderate,Category 26,Group 70,0.056,0,0,Low
INC0029790,3 - Moderate,Category 26,Group 70,0.056,0,0,Low
INC0031584,3 - Moderate,Category 32,Group 70,0.055,0,0,Low
INC0028602,3 - Moderate,Category 32,Group 70,0.055,0,0,Low
INC0029440,3 - Moderate,Category 28,Group 70,0.055,0,0,Low
INC0030842,3 - Moderate,Category 32,Group 70,0.054,0,0,Low
INC0031457,3 - Moderate,Category 35,Group 70,0.054,0,0,Low
INC0028942,3 - Moderate,Category 42,Group 70,0.054,0,0,Low
INC0028895,3 - Moderate,Category 32,Group 70,0.054,0,0,Low
INC0028910,3 - Moderate,Category 32,Group 70,0.054,0,0,Low
INC0028909,3 - Moderate,Category 32,Group 70,0.054,0,0,Low
INC0028938,3 - Moderate,Category 32,Group 70,0.054,0,0,Low
INC0030164,3 - Moderate,Category 42,Group 70,0.054,0,0,Low
INC0028941,3 - Moderate,Category 26,Group 70,0.053,0,0,Low
INC0031051,3 - Moderate,Category 32,Group 70,0.053,0,0,Low
INC0028368,3 - Moderate,Category 26,Group 70,0.053,0,0,Low
INC0034183,3 - Moderate,Category 37,Group 25,0.053,0,0,Low
INC0031546,3 - Moderate,Category 26,Group 70,0.053,0,0,Low
INC0033553,4 - Low,Category 26,Group 70,0.053,0,0,Low
INC0032301,3 - Moderate,Category 26,Group 70,0.053,0,0,Low
INC0030401,3 - Moderate,Category 35,Group 70,0.053,0,0,Low
INC0031340,3 - Moderate,Category 32,Group 70,0.053,0,1,Low
INC0033849,3 - Moderate,Category 35,Group 70,0.053,0,0,Low
INC0030371,3 - Moderate,Category 32,Group 70,0.052,0,0,Low
INC0032949,3 - Moderate,Category 26,Group 70,0.052,0,0,Low
INC0030562,3 - Moderate,Category 32,Group 70,0.052,0,0,Low
INC0031665,3 - Moderate,Category 32,Group 70,0.052,0,0,Low
INC0030478,3 - Moderate,Category 26,Group 70,0.052,0,0,Low
INC0029644,3 - Moderate,Category 32,Group 70,0.052,0,0,Low
INC0029293,3 - Moderate,Category 26,Group 70,0.052,0,0,Low
INC0030938,3 - Moderate,Category 26,Group 70,0.052,0,0,Low
INC0029678,4 - Low,Category 44,Group 5,0.052,0,0,Low
INC0029493,3 - Moderate,Category 46,Group 70,0.052,0,0,Low
INC0031035,3 - Moderate,Category 32,Group 70,0.052,0,0,Low
INC0029629,3 - Moderate,Category 32,Group 70,0.052,0,0,Low
INC0030903,3 - Moderate,Category 35,Group 70,0.052,0,0,Low
INC0031781,3 - Moderate,Category 32,Group 70,0.052,0,0,Low
INC0033240,3 - Moderate,Category 26,Group 70,0.052,0,0,Low
INC0030561,3 - Moderate,Category 32,Group 70,0.051,0,0,Low
INC0033633,3 - Moderate,Category 20,Group 70,0.051,0,0,Low
INC0032168,3 - Moderate,Category 20,Group 70,0.051,0,0,Low
INC0032094,3 - Moderate,Category 32,Group 70,0.051,0,0,Low
INC0033760,3 - Moderate,Category 32,Group 70,0.051,0,0,Low
INC0030373,3 - Moderate,Category 26,Group 70,0.051,0,0,Low
INC0031424,3 - Moderate,Category 32,Group 70,0.05,0,0,Low
INC0030761,3 - Moderate,Category 26,Group 70,0.05,0,0,Low
INC0033209,3 - Moderate,Category 38,Group 64,0.05,0,1,Low
INC0031640,3 - Moderate,Category 32,Group 70,0.05,0,1,Low
INC0031652,3 - Moderate,Category 32,Group 70,0.05,0,0,Low
INC0031647,3 - Moderate,Category 26,Group 70,0.05,0,0,Low
INC0031898,3 - Moderate,Category 32,Group 70,0.05,0,0,Low
INC0029374,3 - Moderate,Category 35,Group 70,0.05,0,0,Low
INC0029813,3 - Moderate,Category 20,Group 70,0.05,0,0,Low
INC0031478,3 - Moderate,Category 42,Group 70,0.05,0,0,Low
INC0033292,3 - Moderate,Category 42,Group 58,0.05,0,0,Low
INC0033824,3 - Moderate,Category 35,Group 70,0.05,0,0,Low
INC0030097,3 - Moderate,Category 32,Group 70,0.049,0,0,Low
INC0034340,3 - Moderate,Category 35,Group 70,0.049,0,0,Low
INC0032775,3 - Moderate,Category 7,Group 64,0.049,0,1,Low
INC0031608,3 - Moderate,Category 26,Group 70,0.049,0,0,Low
INC0032763,3 - Moderate,Category 32,Group 70,0.049,0,0,Low
INC0033756,3 - Moderate,Category 32,Group 70,0.049,0,0,Low
INC0029605,3 - Moderate,Category 42,Group 70,0.049,0,0,Low
INC0032426,3 - Moderate,Category 32,Group 70,0.049,0,0,Low
INC0029460,3 - Moderate,Category 32,Group 70,0.049,0,0,Low
INC0029713,3 - Moderate,Category 26,Group 70,0.049,0,0,Low
INC0034168,3 - Moderate,Category 42,Group 70,0.049,0,0,Low
INC0029632,3 - Moderate,Category 32,Group 70,0.049,0,0,Low
INC0033410,3 - Moderate,Category 53,Group 24,0.049,0,0,Low
INC0029062,3 - Moderate,Category 32,Group 70,0.049,0,0,Low
INC0033111,4 - Low,Category 26,Group 70,0.048,0,0,Low
INC0029068,3 - Moderate,Category 32,Group 70,0.048,0,1,Low
INC0033720,3 - Moderate,Category 26,Group 70,0.048,0,0,Low
INC0029617,3 - Moderate,Category 20,Group 70,0.048,0,0,Low
INC0033428,3 - Moderate,Category 37,Group 70,0.047,0,0,Low
INC0029653,3 - Moderate,Category 32,Group 70,0.047,0,0,Low
INC0033297,4 - Low,Category 42,Group 70,0.047,0,0,Low
INC0033294,4 - Low,Category 42,Group 70,0.047,0,0,Low
INC0029657,3 - Moderate,Category 24,Group 23,0.047,0,0,Low
INC0031952,3 - Moderate,Category 32,Group 70,0.047,0,0,Low
INC0029458,3 - Moderate,Category 34,Group 24,0.047,0,0,Low
INC0029612,3 - Moderate,Category 32,Group 70,0.047,0,0,Low
INC0031185,3 - Moderate,Category 9,Group 70,0.047,0,0,Low
INC0029598,3 - Moderate,Category 32,Group 70,0.047,0,0,Low
INC0033563,3 - Moderate,Category 26,Group 70,0.046,0,0,Low
INC0030580,3 - Moderate,Category 32,Group 70,0.046,0,0,Low
INC0032076,3 - Moderate,Category 9,Group 70,0.046,0,0,Low
INC0032883,3 - Moderate,Category 26,Group 70,0.046,0,0,Low
INC0033811,3 - Moderate,Category 26,Group 70,0.046,0,0,Low
INC0031097,3 - Moderate,Category 26,Group 70,0.046,0,0,Low
INC0033569,3 - Moderate,Category 20,Group 70,0.045,0,0,Low
INC0033574,3 - Moderate,Category 20,Group 70,0.045,0,0,Low
INC0031700,3 - Moderate,Category 26,Group 70,0.045,0,0,Low
INC0033583,3 - Moderate,Category 20,Group 70,0.045,0,0,Low
INC0029995,3 - Moderate,Category 26,Group 70,0.045,0,0,Low
INC0034260,3 - Moderate,Category 35,Group 70,0.045,0,0,Low
INC0033551,3 - Moderate,Category 20,Group 70,0.045,0,0,Low
INC0033560,3 - Moderate,Category 20,Group 70,0.045,0,0,Low
INC0033531,3 - Moderate,Category 20,Group 70,0.045,0,0,Low
INC0029469,3 - Moderate,Category 9,Group 24,0.044,0,0,Low
INC0033667,3 - Moderate,Category 20,Group 70,0.044,0,0,Low
INC0033305,4 - Low,Category 42,Group 70,0.044,0,0,Low
INC0033639,3 - Moderate,Category 20,Group 70,0.044,0,0,Low
INC0030179,3 - Moderate,Category 32,Group 70,0.044,0,0,Low
INC0031914,3 - Moderate,Category 9,Group 70,0.044,0,0,Low
INC0029540,3 - Moderate,Category 32,Group 70,0.043,0,0,Low
INC0030591,3 - Moderate,Category 35,Group 70,0.043,0,0,Low
INC0030834,3 - Moderate,Category 26,Group 70,0.043,0,0,Low
INC0028876,3 - Moderate,Category 35,Group 70,0.043,0,0,Low
INC0030659,3 - Moderate,Category 26,Group 70,0.043,0,0,Low
INC0028893,3 - Moderate,Category 53,Group 70,0.043,0,0,Low
INC0029359,3 - Moderate,Category 35,Group 70,0.043,0,0,Low
INC0032298,3 - Moderate,Category 42,Group 70,0.043,0,0,Low
INC0031960,3 - Moderate,Category 32,Group 70,0.042,0,0,Low
INC0030935,3 - Moderate,Category 26,Group 70,0.042,0,0,Low
INC0031422,3 - Moderate,Category 46,Group 58,0.042,0,0,Low
INC0028476,3 - Moderate,Category 35,Group 70,0.042,0,0,Low
INC0034293,3 - Moderate,Category 42,Group 70,0.042,0,0,Low
INC0032498,3 - Moderate,Category 26,Group 70,0.042,0,0,Low
INC0031890,3 - Moderate,Category 32,Group 70,0.042,0,0,Low
INC0032152,3 - Moderate,Category 26,Group 70,0.041,0,0,Low
INC0031903,3 - Moderate,Category 26,Group 70,0.041,0,0,Low
INC0033426,3 - Moderate,Category 32,Group 70,0.041,0,1,Low
INC0033279,3 - Moderate,Category 42,Group 58,0.041,0,0,Low
INC0030517,3 - Moderate,Category 28,Group 70,0.041,0,0,Low
INC0029892,3 - Moderate,Category 26,Group 70,0.041,0,0,Low
INC0034323,4 - Low,Category 20,Group 70,0.041,0,0,Low
INC0031902,3 - Moderate,Category 26,Group 70,0.041,0,0,Low
INC0031569,3 - Moderate,Category 20,Group 70,0.041,0,0,Low
INC0029667,3 - Moderate,Category 26,Group 70,0.04,0,0,Low
INC0029659,4 - Low,Category 53,Group 70,0.04,0,0,Low
INC0029554,3 - Moderate,Category 35,Group 70,0.039,0,0,Low
INC0034207,4 - Low,Category 26,Group 70,0.039,0,0,Low
INC0033205,3 - Moderate,Category 42,Group 70,0.039,0,0,Low
INC0029500,3 - Moderate,Category 37,Group 24,0.039,0,0,Low
INC0030956,3 - Moderate,Category 35,Group 70,0.039,0,0,Low
INC0029672,3 - Moderate,Category 26,Group 70,0.039,0,0,Low
INC0028859,3 - Moderate,Category 42,Group 70,0.038,0,0,Low
INC0030100,3 - Moderate,Category 42,Group 70,0.038,0,0,Low
INC0028837,3 - Moderate,Category 42,Group 70,0.038,0,0,Low
INC0029999,3 - Moderate,Category 26,Group 70,0.038,0,0,Low
INC0028642,3 - Moderate,Category 37,Group 70,0.038,0,0,Low
INC0028882,3 - Moderate,Category 42,Group 70,0.038,0,0,Low
INC0028883,4 - Low,Category 37,Group 70,0.038,0,0,Low
INC0032099,3 - Moderate,Category 32,Group 70,0.038,0,0,Low
INC0028726,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0033961,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028908,3 - Moderate,Category 42,Group 70,0.037,0,0,Low
INC0033359,3 - Moderate,Category 42,Group 70,0.037,0,0,Low
INC0029225,3 - Moderate,Category 35,Group 70,0.037,0,0,Low
INC0033550,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0033566,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028723,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0030166,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028734,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028733,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0030358,3 - Moderate,Category 35,Group 70,0.037,0,0,Low
INC0028742,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0030673,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028739,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028736,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028738,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028740,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0028725,3 - Moderate,Category 26,Group 70,0.037,0,0,Low
INC0030737,3 - Moderate,Category 26,Group 70,0.036,0,0,Low
INC0029610,3 - Moderate,Category 26,Group 70,0.036,0,0,Low
INC0032209,3 - Moderate,Category 35,Group 70,0.036,0,0,Low
INC0029719,3 - Moderate,Category 32,Group 70,0.036,0,0,Low
INC0032241,3 - Moderate,Category 35,Group 70,0.036,0,0,Low
INC0032863,4 - Low,Category 26,Group 70,0.036,0,0,Low
INC0032874,3 - Moderate,Category 26,Group 70,0.036,0,0,Low
INC0030210,3 - Moderate,Category 26,Group 70,0.036,0,0,Low
INC0028317,3 - Moderate,Category 26,Group 70,0.036,0,0,Low
INC0028387,4 - Low,Category 26,Group 70,0.036,0,0,Low
INC0031075,3 - Moderate,Category 26,Group 70,0.036,0,0,Low
INC0107571,3 - Moderate,Other,Group 64,0.035,0,0,Low
INC0031589,3 - Moderate,Category 26,Group 70,0.035,0,0,Low
INC0028748,3 - Moderate,Category 42,Group 23,0.035,0,0,Low
INC0028385,3 - Moderate,Category 35,Group 70,0.035,0,0,Low
INC0031183,3 - Moderate,Category 35,Group 70,0.035,0,0,Low
INC0028823,3 - Moderate,Category 35,Group 70,0.035,0,0,Low
INC0029805,3 - Moderate,Category 42,Group 70,0.035,0,0,Low
INC0029578,3 - Moderate,Category 42,Group 70,0.035,0,0,Low
INC0028858,4 - Low,Category 42,Group 70,0.035,0,0,Low
INC0028345,3 - Moderate,Category 35,Group 70,0.035,0,0,Low
INC0031189,3 - Moderate,Category 35,Group 70,0.035,0,1,Low
INC0028945,3 - Moderate,Category 42,Group 70,0.034,0,0,Low
INC0030907,3 - Moderate,Category 35,Group 70,0.034,0,0,Low
INC0030452,4 - Low,Category 26,Group 70,0.034,0,0,Low
INC0029298,3 - Moderate,Category 42,Group 70,0.034,0,0,Low
INC0029681,3 - Moderate,Category 26,Group 70,0.034,0,0,Low
INC0033767,3 - Moderate,Category 42,Group 70,0.034,0,0,Low
